id,statement,facet,reversed,response
18,"Is systematic, likes to keep things in order.",Organization,False,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
27,Has a forgiving nature.,Trust,False,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
31,"Is sometimes shy, introverted.",Sociability,True,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
20,"Is fascinated by art, music, or literature.",Aesthetic_Sensitivity,False,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
4,"Is relaxed, handles stress well.",Anxiety,True,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
52,"Is polite, courteous to others.",Respectfulness,False,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
46,Is talkative.,Sociability,False,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
1,"Is outgoing, sociable.",Sociability,False,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
42,Is suspicious of others’ intentions.,Trust,True,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
54,"Tends to feel depressed, blue.",Depression,False,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
17,Feels little sympathy for others.,Compassion,True,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
14,"Is moody, has up and down mood swings.",Emotional Volatility,False,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
7,"Is respectful, treats others with respect.",Respectfulness,False,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
40,"Is complex, a deep thinker.",Intellectual_curiosity,False,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
19,Can be tense.,Anxiety,False,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
22,Starts arguments with others.,Respectfulness,True,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
21,"Is dominant, acts as a leader.",Assertiveness,False,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
36,Finds it hard to influence people.,Assertiveness,True,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
25,"Avoids intellectual, philosophical discussions.",Intellectual_curiosity,True,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
15,"Is inventive, finds clever ways to do things.",Creative Imagination,False,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
56,Shows a lot of enthusiasm.,Energy level,False,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
32,Is helpful and unselfish with others.,Compassion,False,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
60,"Is original, comes up with new ideas",Creative Imagination,False,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
34,Worries a lot.,Anxiety,False,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
12,Tends to find fault with others.,Trust,True,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
